month,region,vehicles_registered
2014-07-01,АР Крим,60
2014-08-01,АР Крим,49
2014-09-01,АР Крим,60
2014-10-01,АР Крим,60
2014-11-01,АР Крим,68
2014-12-01,АР Крим,55
2015-01-01,АР Крим,11
2015-02-01,АР Крим,15
2015-03-01,АР Крим,18
2015-04-01,АР Крим,26
2015-05-01,АР Крим,15
2015-06-01,АР Крим,16
2015-07-01,АР Крим,34
2015-08-01,АР Крим,16
2015-09-01,АР Крим,19
2015-10-01,АР Крим,14
2015-11-01,АР Крим,5
2015-12-01,АР Крим,8
2016-01-01,АР Крим,2
2016-02-01,АР Крим,6
2016-03-01,АР Крим,7
2016-04-01,АР Крим,5
2016-05-01,АР Крим,2
2016-06-01,АР Крим,4
2016-07-01,АР Крим,1
2016-08-01,АР Крим,4
2016-09-01,АР Крим,7
2016-10-01,АР Крим,1
2016-11-01,АР Крим,3
2016-12-01,АР Крим,1
2017-01-01,АР Крим,3
2017-02-01,АР Крим,1
2017-03-01,АР Крим,7
2017-04-01,АР Крим,2
2017-05-01,АР Крим,3
2017-06-01,АР Крим,4
2017-07-01,АР Крим,0
2017-08-01,АР Крим,2
2017-09-01,АР Крим,5
2017-10-01,АР Крим,5
2017-11-01,АР Крим,3
2017-12-01,АР Крим,8
2018-01-01,АР Крим,3
2018-02-01,АР Крим,5
2018-03-01,АР Крим,3
2018-04-01,АР Крим,1
2018-05-01,АР Крим,5
2018-06-01,АР Крим,7
2018-07-01,АР Крим,3
2018-08-01,АР Крим,6
2018-09-01,АР Крим,1
2018-10-01,АР Крим,1
2018-11-01,АР Крим,1
2018-12-01,АР Крим,8
2019-01-01,АР Крим,8
2019-02-01,АР Крим,25
2019-03-01,АР Крим,9
2019-04-01,АР Крим,6
2019-05-01,АР Крим,5
2013-01-01,Севастополь,175
2013-02-01,Севастополь,193
2013-03-01,Севастополь,329
2013-04-01,Севастополь,434
2013-05-01,Севастополь,270
2013-06-01,Севастополь,250
2013-07-01,Севастополь,348
2013-08-01,Севастополь,447
2013-09-01,Севастополь,213
2013-10-01,Севастополь,279
2013-11-01,Севастополь,254
2013-12-01,Севастополь,240
2014-01-01,Севастополь,228
2014-02-01,Севастополь,217
2014-03-01,Севастополь,122
2014-04-01,Севастополь,41
2014-05-01,Севастополь,11
2014-06-01,Севастополь,8
2014-07-01,Севастополь,10
2014-08-01,Севастополь,10
2014-09-01,Севастополь,6
2014-10-01,Севастополь,7
2014-11-01,Севастополь,9
2014-12-01,Севастополь,12
2015-01-01,Севастополь,2
2015-02-01,Севастополь,5
2015-03-01,Севастополь,0
2015-04-01,Севастополь,1
2015-05-01,Севастополь,5
2015-06-01,Севастополь,5
2015-07-01,Севастополь,2
2015-08-01,Севастополь,4
2015-09-01,Севастополь,4
2015-10-01,Севастополь,0
2015-11-01,Севастополь,0
2015-12-01,Севастополь,0
2016-01-01,Севастополь,0
2016-02-01,Севастополь,0
2016-03-01,Севастополь,0
2016-04-01,Севастополь,0
2016-05-01,Севастополь,2
2016-06-01,Севастополь,1
2016-07-01,Севастополь,1
2016-08-01,Севастополь,2
2016-09-01,Севастополь,1
2016-10-01,Севастополь,0
2016-11-01,Севастополь,0
2016-12-01,Севастополь,4
2017-01-01,Севастополь,1
2017-02-01,Севастополь,1
2017-03-01,Севастополь,2
2017-04-01,Севастополь,1
2017-05-01,Севастополь,0
2017-06-01,Севастополь,0
2017-07-01,Севастополь,0
2017-08-01,Севастополь,0
2017-09-01,Севастополь,2
2017-10-01,Севастополь,1
2017-11-01,Севастополь,2
2017-12-01,Севастополь,1
2018-01-01,Севастополь,0
2018-02-01,Севастополь,0
2018-03-01,Севастополь,1
2018-04-01,Севастополь,2
2018-05-01,Севастополь,2
2018-06-01,Севастополь,0
2018-07-01,Севастополь,1
2018-08-01,Севастополь,1
2018-09-01,Севастополь,2
2018-10-01,Севастополь,1
2018-11-01,Севастополь,0
2018-12-01,Севастополь,1
2019-01-01,Севастополь,2
2019-02-01,Севастополь,8
2019-03-01,Севастополь,4
2019-04-01,Севастополь,4
2019-05-01,Севастополь,5
